keyword,rank,count,keywords,ranks,counts
,,,"['other relevance measures', 'document conformity', 'formal conformity', 'query', 'information retrieval', 'documents', 'the relevance measure', 'a relevant set', 'a quantitative measure', 'the term relevance', 'a certain procedure', 'a certain order', 'users\ninformation query', 'the retrieval system', 'the users query', 'our opinion', 'a document', 'the documents', 'the user', ',\ni.e. the relevance measure', 'a retrieval', 'The proposed approach', 'no single rule', 'any restrictions', 'the determination', 'a selection', 'a rule', 'the task', 'It', 'them', 'two', 'we', 'which']","[0.15804901100399832, 0.13782855377356007, 0.11720265869789234, 0.10999318462364635, 0.1083130886197677, 0.10819528236588744, 0.08533071129829237, 0.07549948743692812, 0.06671201172684293, 0.06589943965344842, 0.06502212450954552, 0.06220808364816529, 0.061694537182048786, 0.0615472206052422, 0.05376928410395692, 0.05216472452060333, 0.04997326031919415, 0.04997326031919415, 0.04585440768597895, 0.043174304330378804, 0.04260639757942172, 0.029437394026260267, 0.029437394026260267, 0.02616330606971036, 0.02467690376723221, 0.02409644281479754, 0.020386613230272643, 0.0179958516577619, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['languages', 'isolated names', 'names', 'general\nlanguage models', 'general language\nmodels', 'a different language', 'names-only language models', 'the language', 'the language identification\ntask', 'very short document fragments', 'a single name', 'isolation', 'experiments', 'a document', 'Future\nresearch directions', 'Conclusions', 'A new corpus', 'the performance', 'the comparison', 'a series', 'This corpus', '  This paper']","[0.22791523148004503, 0.1612796125186333, 0.15222601947754358, 0.1417913154223488, 0.1417913154223488, 0.12412491271500008, 0.11568820214606544, 0.10526953619793589, 0.09968168088172913, 0.08722692672064436, 0.08451038930932997, 0.08161682195508188, 0.0661953455771201, 0.05261873515337408, 0.04270488851761434, 0.04120404740448253, 0.031131095409937137, 0.02943837195454879, 0.024423532031697854, 0.023362787604349157, 0.021559502199223275, 0.013820257641682005]","[1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['language sizes', 'individual languages', 'empirical data', 'demographic dynamics', 'excellent agreement', 'death', 'language\nfamilies', 'The model disregards\nlanguage birth', 'speakers', 'the population dynamics', 'each language', 'the population growth rate', 'the size distribution', 'Numerical simulations', 'a model', 'the model', 'the last ten centuries', 'a large extent', 'the present log-normal distribution', 'the population', 'the basis', 'a period', 'the assumptions', 'a consequence', 'a\ndistribution', 'A two-parameter stochastic multiplicative process', 'A straightforward fitting', 'the study', 'the two parameters', '  It', 'two', 'which']","[0.17102870804826537, 0.16063524275935598, 0.11638501070325498, 0.11570768452764865, 0.09187614756597909, 0.09141828950905358, 0.08348077081523411, 0.08165764593550329, 0.07358470668222547, 0.07130846230766964, 0.07057710327536813, 0.06958393258031083, 0.06793086622618363, 0.05265704099228919, 0.05225160228261059, 0.05225160228261059, 0.0502662144781435, 0.0487246852298998, 0.04846697663925189, 0.047866291836493664, 0.03683046923278586, 0.03584600860746832, 0.034119502482449146, 0.03252774721141901, 0.03164302206976968, 0.02978578219459364, 0.02792561307214927, 0.021908599554892945, 0.015909682727780178, 0.0, 0.0, 0.0]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]"
,,,"['isolated phenomena', 'phenomena', 'speech', 'road accidents', 'independent semantic annotations', 'texts', 'sentences', 'exploration', 'theoretical analyses', 'verbs', 'dialogues', 'sequences', 'unsupervised training', 'two\nphenomena', 'French', 'thus text segmentation', 'invaluable tools', 'sequential\ndata', 'the relation', '  Data mining', 'a statistical analysis', 'four distinct clusters', 'French\naccounts', 'the exploration', 'the verbs', 'the structure', 'an original approach', 'two successive\nverbs', 'This analysis', 'these clusters', 'the discovery', 'the\nsentences', 'an attempt', 'the links', 'a classification', 'an interpretation', 'the analyzer', 'The entries', 'the\nresults', 'It', 'We', 'four', 'it', 'one', 'two']","[0.19287971552389688, 0.17490971816037984, 0.10212654188999015, 0.10069649019217865, 0.0973356749250389, 0.08556452474502607, 0.08351449801173787, 0.07994927012125468, 0.07952673816193562, 0.07880473664676682, 0.07867376290622217, 0.07567899438068842, 0.07358747868493626, 0.05866650295979082, 0.0579515424524612, 0.05471061433248796, 0.053958369133171154, 0.05186721896110554, 0.050959689257473656, 0.04919566302607811, 0.043381063330324696, 0.04177323727142949, 0.041530088833523084, 0.0369269861008164, 0.03639834873314272, 0.035795531161875414, 0.03387753350385546, 0.03359942647841776, 0.03184128649509368, 0.029253296328737962, 0.028227995888756536, 0.02801161419915254, 0.01981755106522909, 0.01981755106522909, 0.017493599219709232, 0.017493599219709232, 0.017493599219709232, 0.015442173046238404, 0.01270357845809267, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2]"
,,,"['texts', 'information energy', 'word impulses', 'higher units', 'energy', 'information', 'a constant rate', 'meaning', 'a text', 'this assembly process', 'linguistic\nsystem response', 'the publication dates', 'an initial part', 'a series', 'A classical systems approach', 'a set', 'the similarity', 'these units', 'The brain', 'The concepts', 'a demonstration', 'this treatment', 'which']","[0.15322215303930828, 0.12219881152722495, 0.12142530659195636, 0.10835576671704833, 0.09386098461981757, 0.08938251393420245, 0.0819754200874102, 0.08179363952068333, 0.07077028104244695, 0.06868664613265103, 0.05206761445057541, 0.05204438181924686, 0.05152217366836405, 0.05053771090655025, 0.048676688257883106, 0.04782451456743152, 0.042964299309515765, 0.041306529227919594, 0.02076653851241941, 0.02076653851241941, 0.02076653851241941, 0.02076653851241941, 0.0]","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['minimal models', 'model building', 'temporal representations', 'computational semantics', 'interesting semantic distinctions', 'temporal model\nbuilding tasks', 'first', 'language', 'first-order theories', 'events', 'time', 'theoretical and computational tools', 'an interesting aspectual\nsystem', 'a\nfirst-order theory', 'Polish', 'an algorithm', 'to ``perturb their\ntemporal component', 'the points', 'our discussion', 'the use', 'this end', 'our\ngoal', '  We', 'We', 'it', 'we', 'which']","[0.16519521233909729, 0.15916458040126816, 0.12710331045984152, 0.1171032128333709, 0.11568891799863207, 0.1102491166846027, 0.08534264258808258, 0.07741960857435069, 0.07725882998727332, 0.06837576908697823, 0.0666860620460117, 0.06142037956688436, 0.04711913683960301, 0.046511229615211404, 0.039409596831509575, 0.03331324781037771, 0.0314109322227102, 0.03115299535235839, 0.02336007074116611, 0.018202513071461337, 0.016067960194963274, 0.011668301670490582, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2]"
,,,"['Description Logics', 'RTE', 'natural language semantics', 'first-order logic', 'first', 'two novel inference tasks', 'A-Box saturation', 'subgraph\ndetection', 'existing\nrepresentations', 'the Recognising Textual\nEntailment', 'our approach', 'a representation', 'the definition', 'our most significant contribution', 'this paper', '  The aim', 'this', 'two', 'we', 'which']","[0.1792602597581811, 0.14494390007687244, 0.1061515806156969, 0.08420425607604787, 0.081965227906768, 0.07737321869973325, 0.0742637569628074, 0.06361145790817249, 0.06134790135768086, 0.04727686615466812, 0.04657071955597457, 0.04227843086993602, 0.025812818518389402, 0.023879489730533252, 0.022785939286403524, 0.014606483815271062, 0.0, 0.0, 0.0, 0.0]","[2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]"
,,,"['items', 'real tests', 'local independence hypothesis', 'classical tests', 'local independence', 'corresponding clusters', 'separate C-test items', 'clusters', 'C-tests', 'blanks', 'violation', 'the C-test\nstructure', 'the hypothesis', 'the structure', 'Weights', 'the number', 'a result', 'the\ndistances', 'It', 'them', 'which']","[0.19933163067261478, 0.18367684658235256, 0.17816297060383643, 0.16716218712013803, 0.1663970073555308, 0.13912679809894357, 0.13717145589061913, 0.12628242311700968, 0.08615347811367129, 0.08309895948540981, 0.07638880605489, 0.059693178512814936, 0.04882352634035757, 0.041175814126484515, 0.036596252735569997, 0.021692292538031926, 0.016903085094570332, 0.0157526039514107, 0.0, 0.0, 0.0]","[4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['evolving events', 'events', 'multiple sources', 'sources', '-linearly evolving events', 'hostages', 'messages', 'SDRs', 'terrorist incidents', 'football matches', 'evolving\nevents', 'grid', 'textual elements', 'differences', 'similarities', 'Synchronic and Diachronic cross-document Relations', 'relations', 'linearly\nevolving events', 'a Natural Language Generation\nSystem', 'structures', 'descriptions', 'linearly and non-linearly\nevolving events', 'a\nsynchronical and diachronical perspective', 'the starting point', 'summaries', 'Synchronic', 'documents', 'our computational systems', 'another one', 'a graph', 'whose aim', 'a distinction', 'a fresh look', 'a general methodology', 'such a\ngrid', 'the automatic\ncreation', 'the\nidentification', 'the problem', 'a set', 'two case-studies', 'The methodology', 'this methodology', 'the nature', 'the notions', 'the results', 'a discussion', 'its heart', 'this paper', 'both\ncases', 'We', 'one', 'that', 'them', 'two', 'we', 'which']","[0.14444864430566873, 0.11063496836575339, 0.09896841024582431, 0.0895211224649506, 0.08812578640390266, 0.08245290257769368, 0.07991552069469415, 0.07904591548152318, 0.07835560535147183, 0.07693235754331512, 0.07660546194130645, 0.07632557288654401, 0.06477160456659123, 0.060864375688526616, 0.05980146354503758, 0.05820218367783237, 0.05797076302830379, 0.05559830911596956, 0.05462286371030024, 0.053644407431322275, 0.052723015096401704, 0.05158723402053606, 0.045685606196072016, 0.043638382636723164, 0.04202917113694922, 0.0411057824500278, 0.041085032251519445, 0.03599058311295499, 0.027221585163256797, 0.02652814928220666, 0.026350044258162786, 0.026211909209640057, 0.025857720640894727, 0.024412126352068794, 0.020980621769592707, 0.019654478188109677, 0.01961787290739957, 0.01905798403556065, 0.017835107095605783, 0.01753103634400328, 0.017521029998338964, 0.017521029998338964, 0.016759671379359336, 0.016759671379359336, 0.015375891612676745, 0.013059607855192758, 0.013059607855192758, 0.013059607855192758, 0.011072275614057707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 4, 1]"
,,,"['words', 'written English texts', 'written languages', 'letters', 'first', 'The first letters', 'English', 'a word', 'the word', 'much weaker correlations', 'the average entropy', 'these units', 'a letter', 'the first\nletter', 'the entropy', 'well\ndefined subunits', 'their position', 'the intuitive notion', 'the predictability', '  We', 'It', 'This', 'roughly 4', 'them']","[0.156992536860619, 0.1474313804098386, 0.1439616238170922, 0.13190792089854875, 0.10188624805702415, 0.08333742727447742, 0.08330724066628954, 0.07251174673379251, 0.07251174673379251, 0.07219364048387365, 0.06386572244402242, 0.06310510690168901, 0.06092565891121679, 0.0604841994959323, 0.053064599335260136, 0.04764304771170636, 0.04697909432793734, 0.04217500461264289, 0.025782752507603587, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
,,,"['multi-document summariztion', 'grid', 'small attention', 'evolving events', 'Document Planning', 'documents', 'messages', 'researchers', 'multiple sources', 'NLG', 'Afantenos et al', 'a typical NLG architecture', 'the\nrequired compression rate', 'the Content Determination stage', 'differences', 'Synchronic and Diachronic Relations', 'the various documents', 'similarities', 'a grid', 'the grid', 'an event', 'the\nDocument Planning phase', 'this problem', 'the documents', 'the diachronic', 'the field', 'the messages', 'the number', 'the case', 'the evolution', 'some initial thoughts', 'the automatic summarization', 'the synchronic', 'a graph', 'two axes', 'a\nprobabilistic model', 'a previous paper', 'the notion', 'a methodology', 'this methodology', 'the task', 'this paper', 'the\nidentification', 'its importance', 'the creation', 'the heart', 'the\nintroduction', 'Those\nrelations', '2007', 'This', 'it', 'that', 'two', 'we', 'which']","[0.12655086461099577, 0.09343779460263082, 0.09234151228345641, 0.08872592338207239, 0.07648189502311244, 0.07289870210460164, 0.06982934181011217, 0.06806634853259842, 0.06730102629604477, 0.06216308449511363, 0.060512466500197856, 0.05475246891305526, 0.05022558191340429, 0.0482760430391342, 0.046984520766012935, 0.04600161646125626, 0.04411510676484048, 0.04321139668468565, 0.0431570686930511, 0.0431570686930511, 0.03880619640578542, 0.03771119895805449, 0.03757426480248451, 0.033670468226932884, 0.03331348475739891, 0.0322702755814005, 0.03225279143312212, 0.03001870631846479, 0.02958126272005055, 0.027448784409000282, 0.027133206516795277, 0.027031278004065733, 0.026088149569387542, 0.02396217157952411, 0.023900704306788756, 0.02355210962301553, 0.022032211963154677, 0.017285113896584568, 0.016858577971716963, 0.016858577971716963, 0.015258170727326482, 0.015258170727326482, 0.013594336438453852, 0.013468923366773786, 0.013468923366773786, 0.013468923366773786, 0.01108024521009843, 0.009780921729536027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4]"
,,,"['non-native speakers', 'non-native speech', 'a non-native English speech database', 'typical pronunciations', 'non-native\nspeakers', 'discriminative phone sequences', 'discriminative sequences', 'a significant error reduction', 'phonemes', 'a significant correct\nclassification rate', 'English', 'several phoneme\nsequences', 'a significant result', 'a human listener', 'some\nother tested techniques', 'the speakers origin', 'each nationality', 'The origin', 'the origin', 'this work', 'a probabilistic classifier', 'the classification', 'These sequences', 'an automated method', 'the detection', 'Our new method', 'the\norigin', '96.3%', 'the extraction', 'The existence', 'the existence', 'The system', 'this paper', 'that', 'we']","[0.16470858861715765, 0.1564838924899022, 0.10703507673600066, 0.10525096154769198, 0.10506562457448482, 0.09749362295708847, 0.09683570343319003, 0.06830021178694144, 0.06645904761464357, 0.05877192488491844, 0.058752200762798454, 0.05821961796053758, 0.05741282043331221, 0.056181829374922505, 0.05588581463156499, 0.051568472783302295, 0.04861948772751489, 0.04522614744292327, 0.04522614744292327, 0.03987420701181347, 0.03962118299992793, 0.03947000253781717, 0.03756942558241011, 0.036610692809535245, 0.03554101276876589, 0.033554586148966316, 0.032842521723668056, 0.029450003421393756, 0.02600345289622611, 0.01905192400788748, 0.01905192400788748, 0.016817763634013876, 0.016817763634013876, 0.0, 0.0]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 3]"
,,,"['confused phones', 'recognition accuracy', 'several sequences', 'several adaptation methods', 'MAP non-native\npronunciation adaptation', 'non-native speech\nrecognition', '46%', 'acoustic models', 'HMM models', 'the non-native accent', '46% to 71%', 'acoustic adaptation', 'pronunciation modelling', 'models', 'MAP', 'MLLR', 'to 71%', 'further improvements', 'each spoken phone', 'the HIWIRE foreign\naccented English speech database', 'English', 'different combinations', 'a relative word error reduction', 'acoustic', 'HIWIRE', 'the foreign pronunciations', 'HMM', 'consists', 'the above\nmentioned techniques', 'The best combination', 'The joint use', 'The ``phonetic confusion scheme', 'our experiments', 'this paper', 'We', 'we']","[0.13606654266983642, 0.11979718979055183, 0.1046158417270075, 0.10345598945291402, 0.10274186113924587, 0.09979223511911631, 0.09541944619898005, 0.09490529276537586, 0.09315083097395482, 0.08697679804162876, 0.08607881710766585, 0.08589802485620668, 0.08570535617739691, 0.08507253673126305, 0.07708250655691253, 0.07204337398470412, 0.06929211113118455, 0.06655794536562587, 0.06559263627763456, 0.06176323970873418, 0.05614755314164517, 0.055058601052752884, 0.054921343935737915, 0.05381036065062021, 0.05294141312210589, 0.05112093615539842, 0.050243163406960036, 0.04526123118464858, 0.02709851273830129, 0.026761810023673265, 0.021941033294781122, 0.015188891113456771, 0.013413171652158133, 0.013413171652158133, 0.0, 0.0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]"
